timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,proxy_pss_bytes,proxy_private_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-05T07:20:36Z,22.22,868577280,7463731200,3.10,2.59,2.31,17612800,339288064,379661312,445771776,5033,0,25.23,29.43,348119040
2026-06-05T07:20:40Z,98.23,1284620288,7047688192,3.41,2.66,2.34,121339904,452263936,439950336,439054336,5000,11.39,41.36,25.49,371011584
2026-06-05T07:20:46Z,99.13,1303961600,7028346880,3.78,2.75,2.37,114950144,445607936,454168576,526626816,5000,17.45,43.51,33.59,389304320
2026-06-05T07:20:50Z,99.38,1399750656,6932557824,3.88,2.79,2.38,122523648,540127232,530925568,530382848,5000,10.44,42.28,26.14,384417792
2026-06-05T07:20:56Z,98.93,1391247360,6941061120,4.13,2.86,2.41,115478528,543563776,534544384,531738624,5010,17.48,34.01,29.21,401727488
2026-06-05T07:21:03Z,99.41,1419923456,6912385024,4.64,3.01,2.46,125976576,544673792,536109056,532283392,5000,18.33,46.51,31.37,401833984
2026-06-05T07:21:07Z,99.69,1411940352,6920368128,4.67,3.05,2.48,119607296,544030720,534805504,533000192,5035,17.38,37.04,26.86,402890752
2026-06-05T07:21:12Z,99.08,1413898240,6918410240,4.78,3.10,2.50,118431744,541278208,531397632,528760832,376,17.44,41.08,29.99,10444800
