timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,proxy_pss_bytes,proxy_private_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-05T07:35:42Z,21.88,960937984,7371370496,3.33,3.22,2.84,8630272,299298816,340899840,398831616,20027,0,23.10,31.61,836050944
2026-06-05T07:35:48Z,99.27,1920880640,6411427840,3.46,3.25,2.85,24346624,442241024,442961920,494448640,20038,0.73,56.75,32.46,1020497920
2026-06-05T07:35:52Z,99.83,2397138944,5935169536,3.51,3.26,2.85,80867328,748453888,757458944,756432896,20000,1.32,63.94,18.61,1150955520
2026-06-05T07:35:55Z,63.31,2570104832,5762203648,3.51,3.26,2.85,106459136,764252160,757455872,756412416,20000,2.65,10.99,2.65,1150955520
2026-06-05T07:35:58Z,36.08,2597138432,5735170048,3.31,3.22,2.84,106459136,764252160,757466112,756404224,20000,0,0.16,0,1150955520
2026-06-05T07:36:01Z,36.47,2611253248,5721055232,3.04,3.17,2.83,106459136,764252160,757458944,756412416,20000,0,0.16,0,1150955520
2026-06-05T07:36:04Z,33.76,2608152576,5724155904,3.04,3.17,2.83,106459136,764252160,757439488,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:06Z,35.64,2609672192,5722636288,2.80,3.12,2.81,106459136,764252160,757454848,756412416,20000,0,0.18,0,1150955520
2026-06-05T07:36:08Z,29.80,2607235072,5725073408,2.80,3.12,2.81,106459136,764252160,757458944,756432896,20000,0,0,0,1150955520
2026-06-05T07:36:11Z,32.87,2590830592,5741477888,2.57,3.07,2.80,106467328,764252160,757455872,756400128,20000,0,0.20,0,1150955520
2026-06-05T07:36:14Z,34.26,2583613440,5748695040,2.57,3.07,2.80,106467328,764252160,757471232,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:17Z,32.43,2586333184,5745975296,2.45,3.03,2.79,106467328,764252160,757455872,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:19Z,35.81,2581893120,5750415360,2.45,3.03,2.79,106467328,764252160,757457920,756412416,20000,0,0.16,0,1150955520
2026-06-05T07:36:22Z,30.69,2562973696,5769334784,2.33,3.00,2.78,106467328,764252160,757455872,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:25Z,33.52,2574049280,5758259200,2.33,3.00,2.78,106467328,764252160,757446656,756412416,20000,0,0.19,0,1150955520
2026-06-05T07:36:27Z,41.94,2556858368,5775450112,2.30,2.98,2.77,106471424,764252160,757458944,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:30Z,30.00,2581159936,5751148544,2.20,2.95,2.76,106471424,764252160,757469184,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:32Z,38.07,2602328064,5729980416,2.20,2.95,2.76,106471424,764252160,757454848,756412416,20000,0,0,0,1150955520
2026-06-05T07:36:36Z,31.48,2589347840,5742960640,2.10,2.91,2.75,106479616,764252160,757459968,756396032,20000,0,0.21,0,1150955520
2026-06-05T07:36:39Z,38.91,2611056640,5721251840,2.10,2.91,2.75,106479616,764252160,757458944,756416512,19350,0,0.14,0,1151033344
2026-06-05T07:36:42Z,39.76,2515292160,5817016320,2.10,2.90,2.75,106479616,764256256,757469184,756416512,16392,0,3.56,2.52,1151037440
2026-06-05T07:36:45Z,33.74,2593558528,5738749952,2.10,2.90,2.75,106549248,764256256,757468160,756424704,16392,0,0,0,1151037440
2026-06-05T07:36:50Z,35.95,2415583232,5916725248,2.01,2.87,2.74,106549248,764325888,757528576,756506624,19814,0,4.01,9.20,1369403392
2026-06-05T07:36:56Z,96.64,2812678144,5519630336,2.33,2.92,2.76,106553344,764329984,757536768,756486144,20000,0,58.09,35.71,1426644992
2026-06-05T07:37:04Z,100.00,2798505984,5533802496,2.54,2.95,2.77,110821376,838893568,879207424,930697216,20086,0.17,65.51,18.49,1291882496
2026-06-05T07:37:13Z,99.81,2899914752,5432393728,2.77,2.99,2.78,118804480,970153984,1053096960,1052045312,20177,1.18,94.60,8.01,1301237760
2026-06-05T07:37:19Z,99.84,3017814016,5314494464,2.73,2.97,2.78,138387456,1059917824,1053123584,1052217344,20000,0.81,79.15,5.89,1303621632
2026-06-05T07:37:22Z,78.91,2977144832,5355163648,2.51,2.92,2.77,138391552,1060057088,1053263872,1052229632,20000,4.60,26.89,3.68,1303621632
2026-06-05T07:37:25Z,37.77,3017736192,5314572288,2.39,2.89,2.76,138391552,1060057088,1053271040,1052217344,20000,0,0.15,0,1303621632
2026-06-05T07:37:29Z,38.20,3062632448,5269676032,2.39,2.89,2.76,138391552,1060057088,1053259776,1052209152,20000,0,0.14,0,1303621632
2026-06-05T07:37:32Z,37.00,3072471040,5259837440,2.20,2.84,2.74,138391552,1060057088,1053263872,1052217344,20000,0,0,0,1303621632
2026-06-05T07:37:35Z,37.67,3068841984,5263466496,2.10,2.81,2.73,138391552,1060057088,1053260800,1052217344,20000,0.15,0,0,1303621632
2026-06-05T07:37:39Z,37.12,3069865984,5262442496,2.10,2.81,2.73,138391552,1060057088,1053264896,1052217344,20000,0,0.31,0,1303621632
2026-06-05T07:37:43Z,38.25,3075223552,5257084928,1.93,2.77,2.72,138391552,1060057088,1053273088,1052217344,20000,0,0,0,1303621632
2026-06-05T07:37:46Z,39.39,3071483904,5260824576,1.86,2.74,2.71,138391552,1060057088,1053275136,1052217344,20000,0,0.13,0,1303621632
