timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,proxy_pss_bytes,proxy_private_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-05T07:38:18Z,24.18,1063428096,7268880384,1.58,2.57,2.65,8687616,177655808,258235392,308514816,9774,0,44.18,50.15,701034496
2026-06-05T07:38:23Z,99.51,1862029312,6470279168,1.61,2.56,2.65,97361920,628350976,635008000,642252800,13406,1.81,60.28,14.47,864563200
2026-06-05T07:38:30Z,98.45,2384486400,5947822080,1.88,2.60,2.66,113307648,971087872,1047849984,1148502016,18277,3.98,61.81,18.95,895381504
2026-06-05T07:38:33Z,99.92,2735329280,5596979200,2.13,2.64,2.67,132112384,1208713216,1203889152,1202978816,18489,3.15,68.46,11.51,936853504
2026-06-05T07:38:38Z,97.11,2843955200,5488353280,2.28,2.66,2.68,132112384,1258586112,1253954560,1253269504,6424,1.93,59.78,25.90,1050316800
2026-06-05T07:38:43Z,98.49,2905362432,5426946048,2.42,2.69,2.69,132120576,1254207488,1249390592,1248497664,11536,0.75,52.15,13.87,1050750976
2026-06-05T07:38:48Z,98.88,2948591616,5383716864,2.47,2.69,2.69,132366336,1261158400,1256606720,1255759872,14924,3.04,63.33,15.75,1051484160
2026-06-05T07:38:54Z,98.06,2963353600,5368954880,2.99,2.80,2.72,134508544,1242828800,1238517760,1237630976,16125,4.38,69.93,22.12,1052045312
2026-06-05T07:38:58Z,99.13,2971398144,5360910336,3.07,2.82,2.73,134967296,1247162368,1245337600,1246150656,17249,3.31,65.22,6.78,1053814784
2026-06-05T07:39:03Z,97.61,3164487680,5167820800,3.15,2.84,2.74,142036992,1460666368,1457618944,1456934912,17249,3.46,82.22,8.95,1074761728
2026-06-05T07:39:10Z,99.25,3264253952,5068054528,3.30,2.87,2.75,142073856,1474777088,1482778624,1485074432,19273,3.20,75.89,7.82,1147822080
2026-06-05T07:39:15Z,99.76,3331239936,5001068544,3.51,2.93,2.77,142073856,1589497856,1584475136,1583554560,19290,3.03,67.52,11.73,1148788736
2026-06-05T07:39:18Z,71.99,3370385408,4961923072,3.79,2.99,2.79,142073856,1589297152,1584478208,1583566848,19997,1.95,32.37,4.17,1148796928
