timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,proxy_pss_bytes,proxy_private_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-05T07:21:42Z,21.43,740077568,7592230912,3.38,2.90,2.45,9654272,189214720,249441280,326762496,5000,0,24.53,28.88,351805440
2026-06-05T07:21:48Z,99.06,1200726016,7131582464,3.59,2.95,2.47,133685248,340582400,333561856,332513280,5000,8.85,63.06,25.36,391311360
2026-06-05T07:21:51Z,77.44,1268568064,7063740416,3.30,2.90,2.45,137338880,340582400,333571072,332500992,5000,8.50,22.47,6.98,391311360
2026-06-05T07:21:54Z,36.91,1248104448,7084204032,3.30,2.90,2.45,137338880,340582400,333579264,332505088,5000,0,0,0,391311360
2026-06-05T07:21:57Z,36.72,1278205952,7054102528,3.03,2.85,2.44,137338880,340582400,333580288,332505088,5000,0,0,0,391311360
2026-06-05T07:22:00Z,36.77,1273622528,7058685952,2.79,2.81,2.43,137338880,340582400,333572096,332500992,5000,0,0.32,0,391311360
2026-06-05T07:22:02Z,30.26,1363161088,6969147392,2.79,2.81,2.43,137338880,340582400,333573120,332513280,5000,0,0,0,391311360
2026-06-05T07:22:05Z,32.11,1314717696,7017590784,2.57,2.76,2.41,137338880,340582400,333576192,332517376,5000,0,0,0,391311360
2026-06-05T07:22:08Z,35.96,1328226304,7004082176,2.57,2.76,2.41,137338880,340582400,333560832,332513280,5000,0,0.16,0,391311360
2026-06-05T07:22:11Z,37.27,1315180544,7017127936,2.44,2.73,2.41,137338880,340582400,333579264,332513280,5000,0,0,0,391311360
2026-06-05T07:22:14Z,36.18,1304813568,7027494912,2.41,2.72,2.40,137338880,340582400,333579264,332505088,5000,0,0.16,0,391311360
2026-06-05T07:22:16Z,31.36,1319387136,7012921344,2.41,2.72,2.40,137338880,340582400,333566976,332505088,5000,0,0,0,391311360
2026-06-05T07:22:19Z,31.45,1264189440,7068119040,2.41,2.72,2.40,137338880,340582400,333579264,332513280,5000,0,0,0,391311360
2026-06-05T07:22:22Z,31.78,1288257536,7044050944,2.37,2.71,2.40,137338880,340582400,333581312,332513280,5000,0,0.20,0,391311360
2026-06-05T07:22:25Z,35.91,1292382208,7039926272,2.26,2.68,2.39,137338880,340582400,333578240,332513280,5000,0,0,0,391311360
2026-06-05T07:22:28Z,36.19,1222897664,7109410816,2.26,2.68,2.39,137338880,340582400,333575168,332505088,5000,0,0.16,0,391311360
2026-06-05T07:22:31Z,35.75,1229062144,7103246336,2.08,2.63,2.38,137338880,340582400,333570048,332505088,5000,0,0.16,0,391311360
2026-06-05T07:22:34Z,36.26,1259433984,7072874496,2.08,2.63,2.38,137338880,340582400,333565952,332513280,5000,0,0,0,391311360
2026-06-05T07:22:38Z,36.31,1278611456,7053697024,1.99,2.60,2.37,137338880,340582400,333576192,332513280,5000,0,0.16,0,391311360
2026-06-05T07:22:42Z,38.90,1285079040,7047229440,1.91,2.58,2.37,137338880,340582400,333697024,332644352,4403,0,0,0,391319552
2026-06-05T07:22:46Z,39.61,1267367936,7064940544,1.92,2.57,2.36,137338880,340713472,333701120,332644352,5000,0,1.05,0.39,398385152
2026-06-05T07:22:52Z,80.82,1174630400,7157678080,2.17,2.61,2.38,138518528,343625728,336617472,335556608,5000,1.11,53.33,27.05,373702656
2026-06-05T07:22:59Z,98.71,1193050112,7139258368,2.39,2.65,2.39,138620928,344412160,337408000,336334848,5000,13.56,48.89,21.96,392962048
2026-06-05T07:23:05Z,99.64,1219063808,7113244672,2.68,2.70,2.41,138665984,345321472,338308096,337244160,5000,13.18,51.42,23.60,402370560
2026-06-05T07:23:12Z,99.47,1222750208,7109558272,2.87,2.74,2.43,138735616,345321472,338316288,337252352,5000,13.48,50.53,22.36,401457152
2026-06-05T07:23:16Z,98.68,1226080256,7106228224,3.57,2.90,2.48,138743808,345325568,338314240,337248256,5000,13.21,52.77,22.79,402087936
2026-06-05T07:23:19Z,67.39,1239552000,7092756480,3.57,2.90,2.48,138743808,345325568,338321408,337256448,5000,6.55,13.70,5.58,402087936
2026-06-05T07:23:22Z,38.26,1264001024,7068307456,3.44,2.88,2.48,138743808,345325568,338322432,337256448,5000,0,0,0,402087936
2026-06-05T07:23:25Z,33.14,1257156608,7075151872,3.24,2.85,2.47,138743808,345325568,338318336,337256448,5000,0,0.19,0,402087936
2026-06-05T07:23:28Z,36.57,1245978624,7086329856,3.24,2.85,2.47,138743808,345325568,338319360,337256448,5000,0,0,0,402087936
2026-06-05T07:23:31Z,36.42,1294229504,7038078976,2.98,2.81,2.45,138743808,345325568,338305024,337256448,5000,0,0,0,402087936
2026-06-05T07:23:34Z,33.77,1330724864,7001583616,2.98,2.81,2.45,138743808,345325568,338316288,337248256,5000,0,0.19,0,402087936
2026-06-05T07:23:36Z,35.98,1277726720,7054581760,2.91,2.79,2.45,138743808,345325568,338314240,337256448,5000,0,0.16,0,402087936
2026-06-05T07:23:40Z,33.21,1288687616,7043620864,2.75,2.76,2.44,138743808,345325568,338318336,337244160,5000,0,0,0,402087936
