timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-01T18:32:36Z,27.13,631300096,7700684800,2.18,2.56,3.04,183255040,119087104,500,0.27,11.44,8.51,60985344
2026-06-01T18:32:39Z,85.81,671674368,7660310528,2.25,2.57,3.04,210923520,124116992,500,27.19,30.11,12.47,61652992
2026-06-01T18:32:43Z,84.04,673976320,7658008576,2.87,2.69,3.08,214622208,121520128,500,22.70,35.35,13.89,61657088
2026-06-01T18:32:47Z,86.16,707563520,7624421376,2.87,2.69,3.08,212418560,158498816,500,21.22,32.73,13.84,63549440
2026-06-01T18:32:50Z,81.42,712757248,7619227648,2.88,2.70,3.08,211873792,159678464,500,20.72,28.48,11.76,62410752
2026-06-01T18:32:54Z,80.86,710242304,7621742592,3.53,2.84,3.12,212209664,159096832,500,20.86,29.57,11.86,64147456
2026-06-01T18:32:57Z,78.97,709910528,7622074368,3.53,2.84,3.12,213000192,159133696,500,19.26,28.24,11.47,63287296
2026-06-01T18:33:01Z,79.34,716136448,7615848448,3.97,2.94,3.16,212369408,158433280,500,20.81,31.65,12.43,63901696
2026-06-01T18:33:04Z,79.75,711278592,7620706304,4.37,3.04,3.19,212889600,158306304,500,18.87,27.82,11.16,62337024
2026-06-01T18:33:08Z,80.82,719527936,7612456960,4.66,3.12,3.21,213790720,159731712,500,20.74,30.97,11.79,62054400
2026-06-01T18:33:11Z,79.57,716853248,7615131648,4.66,3.12,3.21,214372352,159109120,500,19.57,29.36,12.62,65388544
2026-06-01T18:33:14Z,79.89,718770176,7613214720,4.61,3.14,3.22,219754496,132521984,0,19.12,25.96,10.41,0
