timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-01T18:35:58Z,27.81,777007104,7554977792,3.57,3.47,3.33,72708096,269131776,2000,0.26,9.44,15.56,164380672
2026-06-01T18:36:03Z,93.12,951746560,7380238336,4.17,3.59,3.38,153415680,274354176,2000,24.59,44.87,19.11,175882240
2026-06-01T18:36:07Z,92.47,1006469120,7325515776,4.55,3.68,3.41,108531712,403034112,2000,27.20,35.16,18.39,160862208
2026-06-01T18:36:11Z,92.86,1059807232,7272177664,4.83,3.75,3.43,134840320,407220224,2000,20.28,39.06,17.86,167325696
2026-06-01T18:36:16Z,90.22,1075871744,7256113152,5.16,3.84,3.46,137822208,411361280,2000,24.85,37.10,16.49,177426432
2026-06-01T18:36:20Z,91.87,1080119296,7251865600,5.39,3.91,3.49,138985472,416673792,2002,24.72,36.97,15.14,178184192
2026-06-01T18:36:24Z,93.12,1103851520,7228133376,5.60,3.98,3.51,157347840,416813056,2000,28.29,32.79,16.27,178880512
2026-06-01T18:36:28Z,93.95,1103855616,7228129280,5.79,4.04,3.53,158662656,420184064,2000,25.73,37.83,16.90,180076544
2026-06-01T18:36:32Z,92.71,1106608128,7225376768,5.79,4.04,3.53,158621696,417619968,2000,26.79,35.49,14.92,181583872
2026-06-01T18:36:36Z,90.88,1110724608,7221260288,5.73,4.06,3.54,158543872,419012608,0,26.94,38.91,18.91,0
