timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-02T05:46:39Z,25.75,950706176,7381278720,3.35,3.35,3.34,8761344,164601856,9705,0,9.28,24.85,440197120
2026-06-02T05:46:44Z,99.00,1410486272,6921498624,3.64,3.41,3.36,21110784,313868288,10000,4.59,51.36,46.34,613040128
2026-06-02T05:46:48Z,99.78,1483247616,6848737280,3.91,3.47,3.38,22294528,332419072,4305,10.86,41.69,32.82,638177280
2026-06-02T05:46:53Z,99.64,1700966400,6631018496,3.92,3.48,3.39,22302720,488243200,10000,7.14,44.07,39.23,713371648
2026-06-02T05:46:58Z,99.90,1724432384,6607552512,4.16,3.54,3.40,28565504,498696192,10000,6.27,42.43,29.89,714428416
2026-06-02T05:47:02Z,100.00,1692651520,6639333376,4.23,3.57,3.41,32915456,457494528,10000,17.56,39.66,36.75,716222464
2026-06-02T05:47:07Z,99.39,1734221824,6597763072,4.45,3.62,3.43,36765696,457502720,10000,17.16,29.04,36.76,758611968
2026-06-02T05:47:12Z,99.81,1786712064,6545272832,4.66,3.68,3.45,51621888,457515008,10000,17.67,32.65,37.49,790732800
2026-06-02T05:47:16Z,99.70,1777352704,6554632192,4.92,3.75,3.48,51625984,457515008,10000,17.31,33.91,34.11,790200320
2026-06-02T05:47:19Z,99.88,983482368,7348502528,4.92,3.75,3.48,49451008,454389760,0,19.36,32.68,0,0
