timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-02T05:47:48Z,41.88,1190543360,7141441536,3.46,3.50,3.40,14327808,248807424,10010,0,45.55,48.17,521539584
2026-06-02T05:47:53Z,100.00,1637371904,6694612992,3.59,3.53,3.41,104361984,567758848,10000,0.88,58.05,17.09,599425024
2026-06-02T05:47:55Z,99.40,1884741632,6447243264,3.62,3.54,3.41,137752576,571781120,10000,11.82,44.79,16.33,671199232
2026-06-02T05:47:57Z,40.61,1896681472,6435303424,3.62,3.54,3.41,137752576,571781120,10000,0,0.81,0,671199232
2026-06-02T05:47:59Z,27.34,1937141760,6394843136,3.62,3.54,3.41,137752576,571781120,10000,0.25,0,0,671199232
2026-06-02T05:48:02Z,29.95,1922527232,6409457664,3.41,3.50,3.40,137752576,571781120,10000,0,0.24,0,671199232
2026-06-02T05:48:04Z,33.86,1914736640,6417248256,3.41,3.50,3.40,137752576,571781120,10000,0,0,0,671199232
2026-06-02T05:48:06Z,25.99,1889464320,6442520576,3.22,3.45,3.39,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:09Z,30.42,1874313216,6457671680,3.22,3.45,3.39,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:12Z,36.36,1889939456,6442045440,3.12,3.43,3.38,137756672,571781120,10000,0,0.34,0,671199232
2026-06-02T05:48:15Z,37.23,1870614528,6461370368,2.95,3.39,3.37,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:17Z,33.46,1875513344,6456471552,2.95,3.39,3.37,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:20Z,35.94,1912639488,6419345408,2.79,3.35,3.35,137756672,571781120,10000,0,0.18,0,671199232
2026-06-02T05:48:23Z,37.02,1921961984,6410022912,2.79,3.35,3.35,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:26Z,34.62,1898835968,6433148928,2.57,3.29,3.34,137756672,571781120,10000,0,0.19,0,671199232
2026-06-02T05:48:29Z,37.44,1909567488,6422417408,2.57,3.29,3.34,137756672,571781120,10000,0,0.33,0,671199232
2026-06-02T05:48:32Z,35.21,1913954304,6418030592,2.44,3.25,3.32,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:35Z,36.90,1909272576,6422712320,2.33,3.22,3.31,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:37Z,36.07,1894744064,6437240832,2.33,3.22,3.31,137756672,571781120,10000,0,0.17,0,671199232
2026-06-02T05:48:40Z,34.47,1890201600,6441783296,2.22,3.18,3.30,137756672,571781120,10000,0,0.19,0,671199232
2026-06-02T05:48:43Z,33.27,1892622336,6439362560,2.22,3.18,3.30,137756672,571781120,10000,0,0,0,671199232
2026-06-02T05:48:45Z,37.56,1862062080,6469922816,2.20,3.16,3.29,137756672,571809792,6449,0,3.72,2.37,671211520
2026-06-02T05:48:48Z,35.45,1871376384,6460608512,2.20,3.16,3.29,137756672,571809792,6449,0,0.41,0.20,671211520
