timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-02T05:32:25Z,33.43,987709440,7344275456,2.97,3.62,3.44,16384000,195751936,5000,0,40.73,45.51,320225280
2026-06-02T05:32:30Z,100.00,1057009664,7274975232,3.29,3.67,3.46,40382464,212242432,5000,11.05,38.45,33.04,367652864
2026-06-02T05:32:33Z,99.47,1109000192,7222984704,3.29,3.67,3.46,41000960,271753216,5000,18.30,30.00,30.64,412614656
2026-06-02T05:32:37Z,99.03,1131864064,7200120832,3.35,3.68,3.47,41009152,275001344,5000,4.36,45.40,37.80,373698560
2026-06-02T05:32:41Z,99.14,1135005696,7196979200,3.56,3.72,3.48,38891520,277610496,5000,16.75,35.57,34.96,380346368
2026-06-02T05:32:46Z,99.65,1178849280,7153135616,3.76,3.76,3.49,50069504,277614592,5000,18.57,32.83,37.03,413564928
2026-06-02T05:32:51Z,99.27,1183035392,7148949504,3.94,3.79,3.51,50077696,277614592,5000,18.21,38.19,38.61,408444928
2026-06-02T05:32:55Z,99.90,1174745088,7157239808,4.10,3.83,3.52,52248576,277618688,5000,18.24,31.09,31.81,410390528
2026-06-02T05:33:00Z,99.77,1188847616,7143137280,4.10,3.83,3.52,52785152,277618688,5000,19.27,32.73,32.84,416911360
2026-06-02T05:33:03Z,99.52,739500032,7592484864,4.33,3.88,3.54,47783936,277127168,0,17.33,35.62,0,0
