timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-01T12:11:10Z,21.45,427573248,7904411648,4.44,4.63,3.88,58605568,163377152,4335,0.32,0.32,0,119533568
2026-06-01T12:11:13Z,87.53,1261076480,7070908416,4.44,4.63,3.88,71553024,398426112,8076,4.16,41.79,41.16,415150080
2026-06-01T12:11:16Z,99.14,1693241344,6638743552,4.56,4.66,3.89,127238144,731512832,8083,11.05,50.60,19.86,491749376
2026-06-01T12:11:19Z,99.06,1998262272,6333722624,4.92,4.73,3.92,184377344,873320448,8000,23.00,47.10,19.09,554450944
2026-06-01T12:11:24Z,94.69,2095910912,6236073984,4.92,4.73,3.92,155873280,880250880,8019,23.28,43.12,25.62,554500096
2026-06-01T12:11:26Z,99.88,2211581952,6120402944,5.00,4.75,3.93,158916608,1104793600,8076,5.44,47.87,23.76,544878592
2026-06-01T12:11:30Z,99.82,2412855296,5919129600,5.33,4.82,3.95,178089984,1301151744,8000,17.01,56.38,21.07,555876352
2026-06-01T12:11:34Z,96.22,2527809536,5804175360,5.33,4.82,3.95,210378752,1332973568,8000,26.19,36.42,17.17,599769088
2026-06-01T12:11:38Z,94.97,2532786176,5799198720,5.38,4.84,3.97,209154048,1322999808,8000,28.25,37.20,17.06,600006656
2026-06-01T12:11:40Z,96.16,2206736384,6125248512,5.43,4.86,3.98,70266880,802754560,7173,0,35.85,24.47,635453440
2026-06-01T12:11:43Z,99.62,1865670656,6466314240,5.43,4.86,3.98,89407488,853962752,8003,9.79,48.02,21.47,605986816
2026-06-01T12:11:47Z,97.97,2270023680,6061961216,5.80,4.95,4.01,150462464,1206018048,8099,15.25,52.71,22.20,594403328
2026-06-01T12:11:50Z,96.94,2511421440,5820563456,5.97,5.00,4.03,188514304,1334571008,8000,20.85,45.63,18.66,602025984
2026-06-01T12:11:52Z,94.04,1689702400,6642282496,5.97,5.00,4.03,0,1246855168,0,27.06,31.04,0,0
