timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established
2026-05-31T17:38:31Z,21.11,355549184,7976435712,3.59,3.57,3.16,3866624,76533760,0
2026-05-31T17:38:32Z,52.36,361361408,7970623488,3.59,3.57,3.16,3956736,76623872,0
2026-05-31T17:38:33Z,91.13,620212224,7711772672,3.59,3.57,3.16,3919872,196313088,2041
2026-05-31T17:38:35Z,97.27,811180032,7520804864,3.59,3.57,3.16,3895296,296939520,2263
2026-05-31T17:38:36Z,74.29,879321088,7452663808,3.46,3.55,3.16,3899392,302374912,2263
2026-05-31T17:38:37Z,67.77,871153664,7460831232,3.46,3.55,3.16,3821568,304906240,2263
2026-05-31T17:38:38Z,69.86,875687936,7456296960,3.46,3.55,3.16,3833856,300892160,2263
2026-05-31T17:38:39Z,67.32,865951744,7466033152,3.46,3.55,3.16,3928064,297488384,2263
2026-05-31T17:38:40Z,64.19,871329792,7460655104,3.67,3.59,3.17,3940352,301527040,2263
2026-05-31T17:38:41Z,69.30,879374336,7452610560,3.67,3.59,3.17,3739648,306659328,2263
2026-05-31T17:38:42Z,72.85,886005760,7445979136,3.67,3.59,3.17,3923968,308060160,2263
2026-05-31T17:38:43Z,79.07,973504512,7358480384,3.67,3.59,3.17,3842048,402075648,2005
2026-05-31T17:38:44Z,100.00,928768000,7403216896,3.67,3.59,3.17,3854336,402530304,2341
2026-05-31T17:38:46Z,83.41,1006624768,7325360128,4.02,3.66,3.20,3899392,443301888,2338
2026-05-31T17:38:47Z,64.81,1015365632,7316619264,4.02,3.66,3.20,3895296,443342848,2338
2026-05-31T17:38:48Z,67.74,1026506752,7305478144,4.02,3.66,3.20,3887104,449933312,2338
2026-05-31T17:38:49Z,68.84,1017126912,7314857984,4.02,3.66,3.20,3903488,444428288,2338
2026-05-31T17:38:50Z,66.51,1026502656,7305482240,4.25,3.72,3.22,3928064,451616768,2338
2026-05-31T17:38:51Z,70.51,1021505536,7310479360,4.25,3.72,3.22,3899392,447533056,2338
2026-05-31T17:38:52Z,64.62,1021616128,7310368768,4.25,3.72,3.22,3903488,445661184,2338
2026-05-31T17:38:53Z,65.07,1041981440,7290003456,4.25,3.72,3.22,3883008,455221248,2338
2026-05-31T17:38:54Z,65.12,1033347072,7298637824,4.25,3.72,3.22,3969024,448634880,2338
2026-05-31T17:38:55Z,70.00,1037778944,7294205952,4.63,3.80,3.25,3846144,453324800,2338
2026-05-31T17:38:56Z,67.29,1037287424,7294697472,4.63,3.80,3.25,3821568,454455296,2338
2026-05-31T17:38:57Z,67.45,1041879040,7290105856,4.63,3.80,3.25,3846144,456323072,2338
2026-05-31T17:38:59Z,66.36,1039843328,7292141568,4.63,3.80,3.25,3919872,454451200,2338
2026-05-31T17:39:00Z,64.79,1039548416,7292436480,4.63,3.80,3.25,3919872,453996544,2338
2026-05-31T17:39:01Z,69.30,1035415552,7296569344,4.50,3.79,3.25,3899392,445743104,2338
2026-05-31T17:39:02Z,66.51,1043857408,7288127488,4.50,3.79,3.25,3948544,455294976,2339
2026-05-31T17:39:03Z,69.72,1047388160,7284596736,4.50,3.79,3.25,3846144,453357568,2338
2026-05-31T17:39:04Z,68.04,1047523328,7284461568,4.50,3.79,3.25,3850240,457613312,2338
2026-05-31T17:39:05Z,62.68,1045786624,7286198272,4.62,3.83,3.27,3948544,456347648,2338
2026-05-31T17:39:06Z,68.49,1046740992,7285243904,4.62,3.83,3.27,3883008,456564736,2338
2026-05-31T17:39:07Z,70.51,1040830464,7291154432,4.62,3.83,3.27,3883008,452419584,2338
2026-05-31T17:39:08Z,68.98,1043316736,7288668160,4.62,3.83,3.27,3948544,456019968,2338
2026-05-31T17:39:10Z,67.11,1042505728,7289479168,4.62,3.83,3.27,3878912,454041600,2338
2026-05-31T17:39:11Z,66.21,1045397504,7286587392,4.97,3.91,3.30,3891200,457408512,2338
2026-05-31T17:39:12Z,66.82,1046859776,7285125120,4.97,3.91,3.30,3907584,457674752,2338
2026-05-31T17:39:13Z,71.17,1041788928,7290195968,4.97,3.91,3.30,3891200,452767744,2338
2026-05-31T17:39:14Z,54.59,829554688,7502430208,4.97,3.91,3.30,3846144,452055040,0
2026-05-31T17:39:15Z,51.69,586457088,7745527808,4.74,3.88,3.29,3903488,199983104,0
