timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-05-31T19:42:32Z,21.25,379314176,7952670720,2.99,3.83,3.57,8241152,64159744,0,0.00,0.00,0.00,0
2026-05-31T19:42:35Z,51.95,1012899840,7319085056,2.99,3.83,3.57,22339584,330813440,8772,0.00,24.71,36.84,409305088
2026-05-31T19:42:38Z,98.40,1671716864,6660268032,3.15,3.85,3.57,98078720,649015296,11769,5.48,43.98,23.40,500523008
2026-05-31T19:42:42Z,99.43,1972469760,6359515136,3.15,3.85,3.57,143147008,764125184,12489,11.85,44.55,28.30,595230720
2026-05-31T19:42:44Z,99.16,2064044032,6267940864,3.46,3.91,3.59,153673728,829005824,5747,12.01,47.63,28.07,660758528
2026-05-31T19:42:48Z,99.26,1921232896,6410752000,3.50,3.91,3.60,153681920,711901184,10147,1.49,49.44,29.18,705818624
2026-05-31T19:42:51Z,99.73,2384203776,5947781120,3.50,3.91,3.60,141828096,1145225216,11198,4.36,52.59,26.16,634474496
2026-05-31T19:42:53Z,96.23,2645278720,5686706176,3.54,3.91,3.60,151490560,1370931200,11145,9.52,49.80,29.76,634888192
2026-05-31T19:42:56Z,98.68,2669170688,5662814208,3.54,3.91,3.60,161382400,1410981888,11158,13.91,40.41,30.83,676225024
2026-05-31T19:43:00Z,99.08,2662096896,5669888000,3.74,3.94,3.61,161468416,1412640768,11145,16.56,35.89,25.92,707792896
2026-05-31T19:43:04Z,99.73,2683031552,5648953344,3.92,3.98,3.62,160509952,1417838592,11145,17.68,40.89,27.94,710725632
2026-05-31T19:43:08Z,99.85,2677809152,5654175744,4.17,4.03,3.64,170147840,1411977216,11145,17.18,44.79,32.01,713199616
2026-05-31T19:43:10Z,99.24,2668707840,5663277056,4.17,4.03,3.64,155152384,1414205440,11187,16.43,39.32,27.31,714383360
2026-05-31T19:43:14Z,98.81,2693332992,5638651904,4.23,4.05,3.65,160768000,1412722688,11145,17.04,38.33,34.92,714428416
2026-05-31T19:43:16Z,77.90,1903992832,6427992064,4.23,4.05,3.65,160768000,1390833664,0,11.13,26.22,-360.21,0
