timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-05-31T19:55:08Z,15.94,356368384,7975616512,3.05,3.53,3.68,59015168,70541312,521,0.00,0.00,0.00,46759936
2026-05-31T19:55:12Z,77.53,555483136,7776501760,3.05,3.53,3.68,215818240,130686976,521,20.67,29.66,15.06,62349312
2026-05-31T19:55:14Z,82.59,553086976,7778897920,3.36,3.59,3.70,211738624,133644288,521,23.16,32.75,11.50,62881792
2026-05-31T19:55:17Z,80.14,551817216,7780167680,3.49,3.61,3.70,213942272,133062656,521,20.56,31.46,12.13,62439424
2026-05-31T19:55:20Z,85.15,613552128,7718432768,3.49,3.61,3.70,216707072,184524800,701,19.86,37.82,14.68,67870720
2026-05-31T19:55:23Z,80.21,608178176,7723806720,3.86,3.68,3.73,214306816,182800384,701,19.26,30.39,11.66,68960256
2026-05-31T19:55:26Z,77.19,611446784,7720538112,3.86,3.68,3.73,215281664,182444032,701,19.20,33.08,11.98,71630848
2026-05-31T19:55:29Z,78.08,612970496,7719014400,4.03,3.72,3.74,215511040,183025664,701,19.02,30.80,11.41,71303168
2026-05-31T19:55:31Z,79.16,611082240,7720902656,4.03,3.72,3.74,216403968,182030336,702,20.32,32.05,11.91,70762496
2026-05-31T19:55:34Z,78.52,613175296,7718809600,4.35,3.79,3.76,217513984,183918592,701,19.37,30.81,10.74,70766592
2026-05-31T19:55:37Z,76.89,613769216,7718215680,4.35,3.79,3.76,217280512,182337536,701,19.22,33.09,12.01,71028736
2026-05-31T19:55:40Z,78.44,614559744,7717425152,4.48,3.83,3.77,218030080,184029184,701,19.02,28.08,10.87,71180288
2026-05-31T19:55:42Z,77.39,618954752,7713030144,4.36,3.82,3.77,218439680,183484416,702,20.47,30.41,11.70,73920512
2026-05-31T19:55:45Z,75.43,618401792,7713583104,4.36,3.82,3.77,218435584,182804480,701,18.86,33.33,12.95,73003008
2026-05-31T19:55:48Z,79.36,618864640,7713120256,4.25,3.80,3.77,219885568,181993472,701,19.63,30.63,11.34,73011200
2026-05-31T19:55:50Z,73.49,550801408,7781183488,4.25,3.80,3.77,211136512,173371392,0,20.86,24.95,-182.07,0
