timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-05-31T18:44:28Z,21.60,793497600,7538487296,3.46,3.84,2.70,8413184,169275392,12227,0.00,0.00,0.00,3563520
2026-05-31T18:44:32Z,94.28,1492209664,6839775232,3.59,3.86,2.71,14970880,311312384,15042,0.52,59.82,0.00,3563520
2026-05-31T18:44:35Z,100.00,1775276032,6556708864,3.46,3.83,2.71,38658048,487243776,15406,1.12,70.93,0.00,3563520
2026-05-31T18:44:39Z,99.33,1903017984,6428966912,3.46,3.83,2.71,39866368,637546496,3934,1.83,65.17,0.00,3563520
2026-05-31T18:44:43Z,99.42,1647071232,6684913664,3.58,3.85,2.72,54669312,627806208,14115,2.46,73.33,0.00,3563520
2026-05-31T18:44:45Z,99.07,1704038400,6627946496,3.62,3.85,2.73,55066624,444162048,15000,0.53,47.88,0.00,3563520
2026-05-31T18:44:49Z,99.39,1738686464,6593298432,3.62,3.85,2.73,55087104,504320000,15001,0.81,73.89,0.00,3563520
2026-05-31T18:44:53Z,99.86,1931071488,6400913408,3.73,3.87,2.74,55132160,582074368,10232,0.83,73.16,0.00,3563520
2026-05-31T18:44:57Z,99.88,2236575744,6095409152,3.91,3.91,2.76,55144448,701472768,8658,0.47,59.95,0.00,3563520
2026-05-31T18:45:00Z,99.88,2499006464,5832978432,3.92,3.91,2.77,55193600,911900672,11363,0.99,77.52,0.00,3563520
2026-05-31T18:45:04Z,99.85,2758778880,5573206016,4.16,3.96,2.79,114757632,1149620224,4785,2.52,61.72,0.00,3563520
2026-05-31T18:45:07Z,99.68,2935054336,5396930560,4.16,3.96,2.79,119721984,1326829568,8830,3.66,60.10,0.00,3563520
2026-05-31T18:45:11Z,99.71,2934296576,5397688320,4.07,3.94,2.79,119721984,1327710208,12201,0.58,66.52,0.00,3563520
2026-05-31T18:45:14Z,99.87,2831745024,5500239872,4.14,3.96,2.80,119721984,1253896192,3211,0.00,69.99,0.00,3563520
2026-05-31T18:45:17Z,99.48,2587418624,5744566272,4.14,3.96,2.80,119742464,1121865728,0,1.21,63.95,0.00,0
