timestamp,cpu_pct,mem_used_bytes,mem_available_bytes,load1,load5,load15,bench_rss_bytes,proxy_rss_bytes,conn_established,app_cpu_pct,proxy_cpu_pct,loadgen_cpu_pct,loadgen_rss_bytes
2026-06-01T11:45:40Z,20.25,471334912,7860649984,4.05,2.01,0.78,7954432,57729024,2546,0,0,0,143114240
2026-06-01T11:45:44Z,91.10,710909952,7621074944,4.21,2.07,0.81,47607808,119320576,2506,11.55,40.91,39.96,200511488
2026-06-01T11:45:47Z,98.93,701104128,7630880768,4.21,2.07,0.81,35418112,119320576,2500,21.69,29.72,35.74,212029440
2026-06-01T11:45:49Z,99.11,720211968,7611772928,4.43,2.16,0.85,35958784,119263232,2500,20.68,24.96,36.01,217329664
2026-06-01T11:45:53Z,99.31,737427456,7594557440,4.72,2.25,0.88,38121472,140955648,2500,14.51,41.97,41.80,211984384
2026-06-01T11:45:57Z,98.52,753471488,7578513408,4.72,2.25,0.88,56885248,140955648,2528,20.11,25.37,32.39,214089728
2026-06-01T11:46:00Z,98.41,738435072,7593549824,4.90,2.33,0.92,60178432,140955648,2500,22.33,28.82,34.01,214171648
2026-06-01T11:46:03Z,98.31,756117504,7575867392,4.90,2.33,0.92,36421632,140955648,2500,20.98,27.24,38.75,215506944
2026-06-01T11:46:06Z,97.69,736718848,7595266048,5.23,2.44,0.96,35868672,140955648,2500,21.09,29.82,38.06,220372992
2026-06-01T11:46:09Z,98.95,732667904,7599316992,5.45,2.53,1.00,34816000,140955648,2509,20.63,27.95,33.48,222318592
2026-06-01T11:46:12Z,98.09,738275328,7593709568,5.45,2.53,1.00,46469120,140955648,2574,19.71,26.71,34.34,206983168
2026-06-01T11:46:15Z,98.35,754634752,7577350144,5.58,2.61,1.03,52862976,140955648,2500,20.88,29.12,41.03,219824128
2026-06-01T11:46:19Z,98.83,749432832,7582552064,5.77,2.70,1.07,35971072,140955648,2500,22.99,28.70,33.97,223424512
2026-06-01T11:46:21Z,81.83,546447360,7785537536,5.77,2.70,1.07,54669312,140955648,0,14.75,18.48,0,0
